"category","question","contexts","answer","ground_truth","context_precision","context_recall","faithfulness","answer_relevancy"
"Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Kỹ thuật phần mềm và Hệ thống thông tin']","So sánh: Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","0.8856","0.8371","0.8983","0.8704"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Công nghệ thông tin năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2023.","Thông tin cơ bản về Công nghệ thông tin năm 2023.","0.9667","0.9669","0.9572","0.9439"
"Từ lóng viết tắt","Slot vào AI?","['Giải nghĩa: AI']","Nhận diện AI. Thông tin chi tiết về AI.","Thông tin chi tiết về AI.","0.9281","0.934","0.9097","0.9153"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Khoa học máy tính năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Khoa học máy tính năm 2022.","Thông tin cơ bản về Khoa học máy tính năm 2022.","0.9481","0.9885","0.9899","0.9526"
"Ngoài phạm vi","Sự nóng lên toàn cầu ảnh hưởng thế nào?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9404"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật điện năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật điện năm 2024.","Thông tin cơ bản về Kỹ thuật điện năm 2024.","0.9494","0.969","0.9626","0.9786"
"Từ lóng viết tắt","Học HTTT tốn bao nhiêu tiền?","['Giải nghĩa: HTTT']","Nhận diện HTTT. Thông tin chi tiết về HTTT.","Thông tin chi tiết về HTTT.","0.8884","0.9239","0.9013","0.9179"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Thương mại điện tử năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Thương mại điện tử năm 2024.","Thông tin cơ bản về Thương mại điện tử năm 2024.","0.9262","0.9522","0.9633","0.9376"
"Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Kỹ thuật phần mềm và Hệ thống thông tin']","So sánh: Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","0.873","0.8234","0.9212","0.8778"
"Đa bậc đào tạo","Thời gian học NCS ngành Thương mại điện tử?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử.","Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử.","0.8847","0.8368","0.8721","0.8496"
"Tra cứu đơn lẻ","Ngành Kỹ thuật điện xét những tổ hợp môn nào trong năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật điện năm 2024.","Thông tin cơ bản về Kỹ thuật điện năm 2024.","0.9389","0.9773","0.9757","0.9326"
"Ngoài phạm vi","Nhiệt độ sôi của nước là bao nhiêu?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9343"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Tài chính ngân hàng năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2023.","Thông tin cơ bản về Tài chính ngân hàng năm 2023.","0.9249","0.9678","0.9829","0.9424"
"Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","['Tài liệu Logistics và Ngôn ngữ Anh']","So sánh: Phân tích giữa Logistics và Ngôn ngữ Anh...","Phân tích giữa Logistics và Ngôn ngữ Anh...","0.8541","0.8241","0.8901","0.8823"
"Logic phức hợp","Cơ hội việc làm của Thương mại điện tử và Kinh tế số cái nào tốt hơn?","['Tài liệu Thương mại điện tử và Kinh tế số']","So sánh: Phân tích giữa Thương mại điện tử và Kinh tế số...","Phân tích giữa Thương mại điện tử và Kinh tế số...","0.8531","0.8517","0.9188","0.9028"
"Từ lóng viết tắt","Chỉ tiêu NNA trường lấy bn?","['Giải nghĩa: NNA']","Nhận diện NNA. Thông tin chi tiết về NNA.","Thông tin chi tiết về NNA.","0.9084","0.9019","0.8886","0.9309"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật máy tính năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật máy tính năm 2023.","Thông tin cơ bản về Kỹ thuật máy tính năm 2023.","0.9292","0.954","0.9325","0.945"
"Logic phức hợp","Cơ hội việc làm của Luật và Kỹ thuật cơ khí cái nào tốt hơn?","['Tài liệu Luật và Kỹ thuật cơ khí']","So sánh: Phân tích giữa Luật và Kỹ thuật cơ khí...","Phân tích giữa Luật và Kỹ thuật cơ khí...","0.9079","0.8332","0.9093","0.8613"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Luật năm 2024?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Luật năm 2024.","Thông tin cơ bản về Luật năm 2024.","0.9151","0.9703","0.9335","0.9525"
"Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Quản trị kinh doanh năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị kinh doanh năm 2023.","Thông tin cơ bản về Quản trị kinh doanh năm 2023.","0.9601","0.9818","0.9483","0.9257"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Hệ thống thông tin năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Hệ thống thông tin năm 2022.","Thông tin cơ bản về Hệ thống thông tin năm 2022.","0.9454","0.9787","0.9627","0.9375"
"Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kinh tế số năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kinh tế số năm 2023.","Thông tin cơ bản về Kinh tế số năm 2023.","0.9276","0.9631","0.9537","0.9728"
"Tra cứu đơn lẻ","Khối thi của ngành Kế toán năm 2023 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kế toán năm 2023.","Thông tin cơ bản về Kế toán năm 2023.","0.9141","0.9648","0.9665","0.9369"
"Logic phức hợp","Ngành Cơ điện tử và Kỹ thuật ô tô ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Cơ điện tử và Kỹ thuật ô tô']","So sánh: Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","Phân tích giữa Cơ điện tử và Kỹ thuật ô tô...","0.8991","0.8774","0.9044","0.8522"
"Từ lóng viết tắt","Điểm chuẩn KTĐ?","['Giải nghĩa: KTĐ']","Nhận diện KTĐ. Thông tin chi tiết về KTĐ.","Thông tin chi tiết về KTĐ.","0.88","0.9186","0.8841","0.8911"
"Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Cơ điện tử?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Cơ điện tử.","Thông tin bậc đào tạo sau ĐH ngành Cơ điện tử.","0.8472","0.8354","0.8695","0.8317"
"Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Logistics năm 2023 không?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Logistics năm 2023.","Thông tin cơ bản về Logistics năm 2023.","0.9623","0.9867","0.9836","0.9406"
"Từ lóng viết tắt","nv1 Log bao nhiêu điểm?","['Giải nghĩa: Log']","Nhận diện Log. Thông tin chi tiết về Log.","Thông tin chi tiết về Log.","0.8774","0.9117","0.863","0.9136"
"Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Tài chính ngân hàng năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2022.","Thông tin cơ bản về Tài chính ngân hàng năm 2022.","0.9567","0.9961","0.973","0.9438"
"Ngoài phạm vi","Nên mua laptop Dell hay HP?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9621"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Cơ điện tử năm 2023 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2023.","Thông tin cơ bản về Cơ điện tử năm 2023.","0.9501","0.9571","0.942","0.9385"
"Ngoài phạm vi","Nên đầu tư chứng khoán hay mua vàng?","[]","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh.","","","","0.9784"
"Tra cứu đơn lẻ","Ngành Cơ điện tử xét những tổ hợp môn nào trong năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2023.","Thông tin cơ bản về Cơ điện tử năm 2023.","0.9308","0.9803","0.9842","0.9268"
"Logic phức hợp","Học bổng của ngành Hệ thống thông tin yêu cầu GPA bao nhiêu và so với Khoa học máy tính có dễ hơn không?","['Tài liệu Hệ thống thông tin và Khoa học máy tính']","So sánh: Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","Phân tích giữa Hệ thống thông tin và Khoa học máy tính...","0.896","0.8496","0.8948","0.8813"
"Tra cứu đơn lẻ","Học phí ngành Kỹ thuật phần mềm năm 2023 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật phần mềm năm 2023.","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023.","0.9161","0.9858","0.9388","0.9588"
"Tra cứu đơn lẻ","Chỉ tiêu ngành Quản trị khách sạn năm 2024 lấy bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Quản trị khách sạn năm 2024.","Thông tin cơ bản về Quản trị khách sạn năm 2024.","0.9614","0.9657","0.9394","0.9291"
"Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","['Tài liệu Kỹ thuật phần mềm và Hệ thống thông tin']","So sánh: Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin...","0.8919","0.8705","0.9234","0.8862"
"Từ lóng viết tắt","Học CK tốn bao nhiêu tiền?","['Giải nghĩa: CK']","Nhận diện CK. Thông tin chi tiết về CK.","Thông tin chi tiết về CK.","0.9072","0.9131","0.8725","0.9196"
"Từ lóng viết tắt","Học CNTT tốn bao nhiêu tiền?","['Giải nghĩa: CNTT']","Nhận diện CNTT. Thông tin chi tiết về CNTT.","Thông tin chi tiết về CNTT.","0.9281","0.8978","0.8954","0.9381"
"Tra cứu đơn lẻ","Học phí ngành Công nghệ thông tin năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Công nghệ thông tin năm 2024.","Thông tin cơ bản về Công nghệ thông tin năm 2024.","0.9339","0.9594","0.9361","0.9502"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Cơ điện tử năm 2022?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Cơ điện tử năm 2022.","Thông tin cơ bản về Cơ điện tử năm 2022.","0.9603","0.959","0.942","0.9676"
"Tra cứu đơn lẻ","Điểm chuẩn ngành Tài chính ngân hàng năm 2022 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2022.","Thông tin cơ bản về Tài chính ngân hàng năm 2022.","0.9351","0.9506","0.9694","0.9693"
"Từ lóng viết tắt","Ngành KTS học phí ntn?","['Giải nghĩa: KTS']","Nhận diện KTS. Thông tin chi tiết về KTS.","Thông tin chi tiết về KTS.","0.898","0.9422","0.8638","0.9262"
"Từ lóng viết tắt","Slot vào CNTT?","['Giải nghĩa: CNTT']","Nhận diện CNTT. Thông tin chi tiết về CNTT.","Thông tin chi tiết về CNTT.","0.9268","0.8908","0.9157","0.9034"
"Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Kỹ thuật điện hay Kỹ thuật xây dựng ưu tiên hơn?","['Tài liệu Kỹ thuật điện và Kỹ thuật xây dựng']","So sánh: Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng...","Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng...","0.8556","0.8204","0.9378","0.8683"
"Đa bậc đào tạo","Thời gian học NCS ngành Tài chính ngân hàng?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng.","0.8441","0.8068","0.9161","0.8317"
"Logic phức hợp","Học bổng của ngành Kỹ thuật ô tô yêu cầu GPA bao nhiêu và so với Kỹ thuật điện có dễ hơn không?","['Tài liệu Kỹ thuật ô tô và Kỹ thuật điện']","So sánh: Phân tích giữa Kỹ thuật ô tô và Kỹ thuật điện...","Phân tích giữa Kỹ thuật ô tô và Kỹ thuật điện...","0.9064","0.858","0.8999","0.8643"
"Từ lóng viết tắt","review ngành KTPM ở TLU?","['Giải nghĩa: KTPM']","Nhận diện KTPM. Thông tin chi tiết về KTPM.","Thông tin chi tiết về KTPM.","0.9178","0.9102","0.8889","0.9098"
"Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Kinh tế số không, và học phí so với Quản trị khách sạn thế nào?","['Tài liệu Kinh tế số và Quản trị khách sạn']","So sánh: Phân tích giữa Kinh tế số và Quản trị khách sạn...","Phân tích giữa Kinh tế số và Quản trị khách sạn...","0.8714","0.8539","0.8949","0.8536"
"Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Tài chính ngân hàng năm 2023?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Tài chính ngân hàng năm 2023.","Thông tin cơ bản về Tài chính ngân hàng năm 2023.","0.9196","0.9976","0.97","0.9275"
"Từ lóng viết tắt","Slot vào KTPM?","['Giải nghĩa: KTPM']","Nhận diện KTPM. Thông tin chi tiết về KTPM.","Thông tin chi tiết về KTPM.","0.9032","0.9109","0.8628","0.9053"
"Đa bậc đào tạo","Học phí thạc sĩ ngành Ngôn ngữ Anh là bao nhiêu?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh.","Thông tin bậc đào tạo sau ĐH ngành Ngôn ngữ Anh.","0.8578","0.8244","0.8972","0.8648"
"Tra cứu đơn lẻ","Học phí ngành Kinh tế số năm 2024 là bao nhiêu?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kinh tế số năm 2024.","Thông tin cơ bản về Kinh tế số năm 2024.","0.9212","0.9725","0.9794","0.9627"
"Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật máy tính năm 2024 là gì?","['Thông tin đề án']","Theo đề án, Thông tin cơ bản về Kỹ thuật máy tính năm 2024.","Thông tin cơ bản về Kỹ thuật máy tính năm 2024.","0.9415","0.9796","0.944","0.9481"
"Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Quản trị kinh doanh?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh.","Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh.","0.8793","0.8032","0.9096","0.8361"
"Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Tài chính ngân hàng hay Thương mại điện tử ưu tiên hơn?","['Tài liệu Tài chính ngân hàng và Thương mại điện tử']","So sánh: Phân tích giữa Tài chính ngân hàng và Thương mại điện tử...","Phân tích giữa Tài chính ngân hàng và Thương mại điện tử...","0.8616","0.8204","0.8822","0.908"
"Từ lóng viết tắt","Chỉ tiêu QTKD trường lấy bn?","['Giải nghĩa: QTKD']","Nhận diện QTKD. Thông tin chi tiết về QTKD.","Thông tin chi tiết về QTKD.","0.8836","0.9113","0.8892","0.9394"
"Đa bậc đào tạo","Thời gian học NCS ngành Luật?","['Tài liệu liên thông/SĐH']","Hệ sau ĐH: Thông tin bậc đào tạo sau ĐH ngành Luật.","Thông tin bậc đào tạo sau ĐH ngành Luật.","0.8875","0.8401","0.9138","0.8388"
"Từ lóng viết tắt","Học DL tốn bao nhiêu tiền?","['Giải nghĩa: DL']","Nhận diện DL. Thông tin chi tiết về DL.","Thông tin chi tiết về DL.","0.8775","0.9101","0.8907","0.8947"
