"id","category","question","ground_truth"
"484","Tra cứu đơn lẻ","Điểm chuẩn ngành Hệ thống thông tin năm 2022 là bao nhiêu?","Thông tin cơ bản về Hệ thống thông tin năm 2022."
"485","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Cơ điện tử?","Thông tin bậc đào tạo sau ĐH ngành Cơ điện tử."
"486","Tra cứu đơn lẻ","Khối thi của ngành Logistics năm 2022 là gì?","Thông tin cơ bản về Logistics năm 2022."
"487","Tra cứu đơn lẻ","Ngành Quản trị kinh doanh xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Quản trị kinh doanh năm 2022."
"488","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật phần mềm năm 2023?","Thông tin cơ bản về Kỹ thuật phần mềm năm 2023."
"489","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kỹ thuật xây dựng năm 2024?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024."
"490","Tra cứu đơn lẻ","Học phí ngành Kế toán năm 2023 là bao nhiêu?","Thông tin cơ bản về Kế toán năm 2023."
"491","Đa bậc đào tạo","Chi phí học cao học ngành Kỹ thuật cơ khí?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật cơ khí."
"492","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Thương mại điện tử năm 2022?","Thông tin cơ bản về Thương mại điện tử năm 2022."
"493","Tra cứu đơn lẻ","Học phí ngành Ngôn ngữ Anh năm 2024 là bao nhiêu?","Thông tin cơ bản về Ngôn ngữ Anh năm 2024."
"494","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Cơ điện tử năm 2024?","Thông tin cơ bản về Cơ điện tử năm 2024."
"495","Ngoài phạm vi","Đồng hồ Apple Watch giá bao nhiêu?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"496","Ngoài phạm vi","Bảng tuần hoàn các nguyên tố hóa học?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"497","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Ngôn ngữ Anh năm 2024?","Thông tin cơ bản về Ngôn ngữ Anh năm 2024."
"498","Đa bậc đào tạo","Chỉ tiêu tuyển sinh cao học ngành Kỹ thuật ô tô năm nay?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật ô tô."
"499","Logic phức hợp","Học bổng của ngành Logistics yêu cầu GPA bao nhiêu và so với Ngôn ngữ Anh có dễ hơn không?","Phân tích giữa Logistics và Ngôn ngữ Anh..."
"500","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật xây dựng năm 2023?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"501","Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Tài chính ngân hàng?","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng."
"502","Đa bậc đào tạo","Trường tuyển bao nhiêu thạc sĩ Công nghệ thông tin?","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin."
"503","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Thương mại điện tử năm 2024?","Thông tin cơ bản về Thương mại điện tử năm 2024."
"504","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Quản trị kinh doanh năm 2023 không?","Thông tin cơ bản về Quản trị kinh doanh năm 2023."
"505","Từ lóng viết tắt","review ngành KTĐ ở TLU?","Thông tin chi tiết về KTĐ."
"506","Tra cứu đơn lẻ","Khối thi của ngành Luật năm 2023 là gì?","Thông tin cơ bản về Luật năm 2023."
"507","Logic phức hợp","Cơ hội việc làm của Luật và Kỹ thuật cơ khí cái nào tốt hơn?","Phân tích giữa Luật và Kỹ thuật cơ khí..."
"508","Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Luật?","Thông tin bậc đào tạo sau ĐH ngành Luật."
"509","Tra cứu đơn lẻ","Khối thi của ngành Thương mại điện tử năm 2022 là gì?","Thông tin cơ bản về Thương mại điện tử năm 2022."
"510","Tra cứu đơn lẻ","Học phí ngành Thương mại điện tử năm 2023 là bao nhiêu?","Thông tin cơ bản về Thương mại điện tử năm 2023."
"511","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Kế toán?","Thông tin bậc đào tạo sau ĐH ngành Kế toán."
"512","Tra cứu đơn lẻ","Ngành Kỹ thuật điện xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Kỹ thuật điện năm 2023."
"513","Ngoài phạm vi","Các bài tập yoga cơ bản?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"514","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Kỹ thuật cơ khí năm 2024?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2024."
"515","Tra cứu đơn lẻ","Học phí ngành Kỹ thuật máy tính năm 2023 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật máy tính năm 2023."
"516","Tra cứu đơn lẻ","Ngành Cơ điện tử xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Cơ điện tử năm 2024."
"517","Tra cứu đơn lẻ","Điểm chuẩn ngành Hệ thống thông tin năm 2023 là bao nhiêu?","Thông tin cơ bản về Hệ thống thông tin năm 2023."
"518","Từ lóng viết tắt","nv1 XD bao nhiêu điểm?","Thông tin chi tiết về XD."
"519","Đa bậc đào tạo","Học phí thạc sĩ ngành Công nghệ thông tin là bao nhiêu?","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin."
"520","Từ lóng viết tắt","Học TĐH tốn bao nhiêu tiền?","Thông tin chi tiết về TĐH."
"521","Ngoài phạm vi","Luật hấp dẫn hoạt động như thế nào?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"522","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật điện năm 2024?","Thông tin cơ bản về Kỹ thuật điện năm 2024."
"523","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Tài chính ngân hàng?","Thông tin bậc đào tạo sau ĐH ngành Tài chính ngân hàng."
"524","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Khoa học máy tính năm 2022?","Thông tin cơ bản về Khoa học máy tính năm 2022."
"525","Tra cứu đơn lẻ","Khối thi của ngành Luật năm 2024 là gì?","Thông tin cơ bản về Luật năm 2024."
"526","Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin..."
"527","Ngoài phạm vi","Cách làm bánh flan bằng nồi cơm điện?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"528","Tra cứu đơn lẻ","Ngành Kỹ thuật máy tính xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Kỹ thuật máy tính năm 2023."
"529","Từ lóng viết tắt","Em học dốt toán có vào đc AI không?","Thông tin chi tiết về AI."
"530","Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Kỹ thuật phần mềm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm."
"531","Từ lóng viết tắt","Học TMĐT tốn bao nhiêu tiền?","Thông tin chi tiết về TMĐT."
"532","Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin..."
"533","Tra cứu đơn lẻ","Học phí ngành Khoa học máy tính năm 2022 là bao nhiêu?","Thông tin cơ bản về Khoa học máy tính năm 2022."
"534","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Kỹ thuật điện hay Kỹ thuật xây dựng ưu tiên hơn?","Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng..."
"535","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Kinh tế số năm 2024?","Thông tin cơ bản về Kinh tế số năm 2024."
"536","Từ lóng viết tắt","Thi khối nào vào AI?","Thông tin chi tiết về AI."
"537","Tra cứu đơn lẻ","Cho mình hỏi mức học phí của ngành Kỹ thuật cơ khí năm 2023?","Thông tin cơ bản về Kỹ thuật cơ khí năm 2023."
"538","Tra cứu đơn lẻ","Khối thi của ngành Ngôn ngữ Anh năm 2023 là gì?","Thông tin cơ bản về Ngôn ngữ Anh năm 2023."
"539","Logic phức hợp","Ngành Kỹ thuật phần mềm và Hệ thống thông tin ngành nào lấy điểm cao hơn năm 2024?","Phân tích giữa Kỹ thuật phần mềm và Hệ thống thông tin..."
"540","Đa bậc đào tạo","Học VB2 Công nghệ thông tin cần gì?","Thông tin bậc đào tạo sau ĐH ngành Công nghệ thông tin."
"541","Đa bậc đào tạo","Tiến sĩ ngành Kỹ thuật xây dựng đào tạo mấy năm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật xây dựng."
"542","Ngoài phạm vi","Sông dài nhất thế giới nằm ở đâu?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"543","Từ lóng viết tắt","Thi khối nào vào CNTT?","Thông tin chi tiết về CNTT."
"544","Ngoài phạm vi","Các giải thưởng Nobel danh giá?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"545","Tra cứu đơn lẻ","Ngành Kinh tế số xét những tổ hợp môn nào trong năm 2022?","Thông tin cơ bản về Kinh tế số năm 2022."
"546","Tra cứu đơn lẻ","Ngành Ngôn ngữ Anh xét những tổ hợp môn nào trong năm 2024?","Thông tin cơ bản về Ngôn ngữ Anh năm 2024."
"547","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Khoa học máy tính hay Trí tuệ nhân tạo ưu tiên hơn?","Phân tích giữa Khoa học máy tính và Trí tuệ nhân tạo..."
"548","Đa bậc đào tạo","Điều kiện học văn bằng 2 ngành Thương mại điện tử?","Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử."
"549","Tra cứu đơn lẻ","Khối thi của ngành Kỹ thuật điện năm 2024 là gì?","Thông tin cơ bản về Kỹ thuật điện năm 2024."
"550","Tra cứu đơn lẻ","Điểm chuẩn ngành Thương mại điện tử năm 2024 là bao nhiêu?","Thông tin cơ bản về Thương mại điện tử năm 2024."
"551","Từ lóng viết tắt","Ngành OTO học phí ntn?","Thông tin chi tiết về OTO."
"552","Logic phức hợp","Học bổng của ngành Kế toán yêu cầu GPA bao nhiêu và so với Tài chính ngân hàng có dễ hơn không?","Phân tích giữa Kế toán và Tài chính ngân hàng..."
"553","Tra cứu đơn lẻ","Điểm chuẩn ngành Quản trị khách sạn năm 2024 là bao nhiêu?","Thông tin cơ bản về Quản trị khách sạn năm 2024."
"554","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật xây dựng năm 2024 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2024."
"555","Từ lóng viết tắt","Học QTKD tốn bao nhiêu tiền?","Thông tin chi tiết về QTKD."
"556","Tra cứu đơn lẻ","Ngành Quản trị khách sạn xét những tổ hợp môn nào trong năm 2023?","Thông tin cơ bản về Quản trị khách sạn năm 2023."
"557","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Thương mại điện tử?","Thông tin bậc đào tạo sau ĐH ngành Thương mại điện tử."
"558","Đa bậc đào tạo","Mình tốt nghiệp cao đẳng muốn liên thông Quản trị kinh doanh?","Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh."
"559","Tra cứu đơn lẻ","Học phí ngành Khoa học máy tính năm 2024 là bao nhiêu?","Thông tin cơ bản về Khoa học máy tính năm 2024."
"560","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật xây dựng năm 2023 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"561","Logic phức hợp","Cơ hội việc làm của Kỹ thuật xây dựng và Công nghệ thông tin cái nào tốt hơn?","Phân tích giữa Kỹ thuật xây dựng và Công nghệ thông tin..."
"562","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật xây dựng năm 2023 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật xây dựng năm 2023."
"563","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Quản trị khách sạn năm 2023 không?","Thông tin cơ bản về Quản trị khách sạn năm 2023."
"564","Từ lóng viết tắt","Ngành KT học phí ntn?","Thông tin chi tiết về KT."
"565","Logic phức hợp","Mình là học sinh chuyên, được giải 3 quốc gia thì xét thẳng vào Kỹ thuật điện hay Kỹ thuật xây dựng ưu tiên hơn?","Phân tích giữa Kỹ thuật điện và Kỹ thuật xây dựng..."
"566","Từ lóng viết tắt","Điểm chuẩn TĐH?","Thông tin chi tiết về TĐH."
"567","Tra cứu đơn lẻ","Trường tuyển bao nhiêu sinh viên cho ngành Luật năm 2024?","Thông tin cơ bản về Luật năm 2024."
"568","Tra cứu đơn lẻ","Khối thi của ngành Khoa học máy tính năm 2023 là gì?","Thông tin cơ bản về Khoa học máy tính năm 2023."
"569","Từ lóng viết tắt","Slot vào QTKD?","Thông tin chi tiết về QTKD."
"570","Ngoài phạm vi","Lịch chiếu phim Rạp Quốc Gia hôm nay?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"571","Từ lóng viết tắt","Ngành Luật học phí ntn?","Thông tin chi tiết về Luật."
"572","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Logistics năm 2024?","Thông tin cơ bản về Logistics năm 2024."
"573","Tra cứu đơn lẻ","Khối thi của ngành Kinh tế số năm 2023 là gì?","Thông tin cơ bản về Kinh tế số năm 2023."
"574","Tra cứu đơn lẻ","Mức điểm trúng tuyển ngành Hệ thống thông tin năm 2024?","Thông tin cơ bản về Hệ thống thông tin năm 2024."
"575","Logic phức hợp","Nếu mình được 24 điểm khối A00 thì có đỗ Công nghệ thông tin không, và học phí so với Kỹ thuật phần mềm thế nào?","Phân tích giữa Công nghệ thông tin và Kỹ thuật phần mềm..."
"576","Tra cứu đơn lẻ","Thời gian nộp hồ sơ xét học bạ ngành Luật năm 2022?","Thông tin cơ bản về Luật năm 2022."
"577","Ngoài phạm vi","Các loại chó cảnh dễ nuôi?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"578","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Kỹ thuật phần mềm?","Thông tin bậc đào tạo sau ĐH ngành Kỹ thuật phần mềm."
"579","Tra cứu đơn lẻ","Khối thi của ngành Tài chính ngân hàng năm 2022 là gì?","Thông tin cơ bản về Tài chính ngân hàng năm 2022."
"580","Logic phức hợp","Cơ hội việc làm của Luật và Kỹ thuật cơ khí cái nào tốt hơn?","Phân tích giữa Luật và Kỹ thuật cơ khí..."
"581","Đa bậc đào tạo","Xét tuyển liên thông lên đại học ngành Quản trị kinh doanh?","Thông tin bậc đào tạo sau ĐH ngành Quản trị kinh doanh."
"582","Tra cứu đơn lẻ","Chỉ tiêu ngành Kỹ thuật ô tô năm 2022 lấy bao nhiêu?","Thông tin cơ bản về Kỹ thuật ô tô năm 2022."
"583","Ngoài phạm vi","Điểm chuẩn NEU năm nay?","Xin lỗi, hệ thống chỉ cung cấp thông tin tuyển sinh."
"584","Tra cứu đơn lẻ","Điểm chuẩn ngành Kỹ thuật điện năm 2022 là bao nhiêu?","Thông tin cơ bản về Kỹ thuật điện năm 2022."
"585","Tra cứu đơn lẻ","Có được xét tuyển thẳng vào ngành Hệ thống thông tin năm 2023 không?","Thông tin cơ bản về Hệ thống thông tin năm 2023."
